ANO;MÊS;LABORATORIO;PROCEDIMENTO;QTDE EXAMES;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;FOSFATASE ALCALINA;3809;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;FOSFORO INORGANICO;1779;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;GAMA GT;3602;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;GLICEMIA;4792;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;GLICOSE - LIQUIDOS;21;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;GLICOSE - LIQUOR;2;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;HDL COLESTEROL;3351;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;LDH - LACTATO DESIDROGENASE;785;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;LDH - LACTATO DESIDROGENASE - LIQUIDOS;34;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;LDL COLESTEROL;3288;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;LIPASE;81;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;POTASSIO;7685;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;PROTEINA - LIQUOR;2;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;PROTEINA C REATIVA;2123;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;PROTEINAS TOTAIS - LIQUIDOS;30;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;PROTEINAS TOTAIS - SANGUE;1188;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;SODIO;7681;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;SODIO E POTASSIO;0;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;TGO / AST - TRANSAMINASE GLUTAMICA OXALACETICA;6059;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;TGP / ALT - ALANINA AMINOTRANSFERASE;6284;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;TRIGLICERIDES;3402;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;UREIA;8429;;;;;;;
2016;Outubro;LABORATORIO BIOQUIMICA;UREIA - LIQUIDOS;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;17 OHP -17 ALFA HIDROXI PROGESTERONA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;25-HIDROXIVITAMINA D;108;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ACIDO FOLICO SERICO;52;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ACIDO URICO;145;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ACIDO URICO URINARIO;7;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ACIDO VALPROICO;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ACTH - BASAL ( ADRENO CORTICO TROFICO );4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ADENOSINA DEAMINASE (ADA) ;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;AGLUT LATEX PARA AG CRIPTOCOCCICO ( SORO);1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALBUMINA - LIQUIDOS;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALBUMINA - SANGUE;66;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALDOSTERONA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALFA 1 ANTITRIPSINA;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALFA 1 GLICOPROTEINA ACIDA;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ALFA FETO PROTEINA;14;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;AMILASE;32;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;AMILASE - LIQUIDOS;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANA - ANTICORPOS ANTI-NUCLEARES (FAN);56;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANCA - ANTICORPO ANTI-CITOPLASMA NEUTROFILO;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANDROSTENEDIONA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI BETA 2 GLICOPROTEINA I IGG E IGM;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI CCP IGG;11;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"ANTI HBC - IGG ANTICORPOS IGG CONTRA ANTIGENO ""C"" DA HEPATITE B";54;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"ANTI HBC - IGM ANTICORPOS  IGM CONTRA ANTIGENO ""C"" DA HEPATI";12;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"ANTI HBE - ANTICORPOS CONTRA ANTIGENO ""E"" DA HEPATITE B";5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"ANTI HBS - ANTICORPOS CONTRA ANTIGENOS ""S"" DA HEPATITE B";71;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI HCV  ANTICORPOS CONTRA O VIRUS DA HEPATITE C;93;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI-ENDOMISIO IGA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI-ENDOMISIO IGG;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTI-ENDOMISIO IGM;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI DNA NATIVO;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI SCL-70;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-LKM1;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-MITOCONDRIA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-MUSCULO LISO;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-PEROXIDASE (ANTI-TPO);52;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-RECEPTOR DE ACETILCOLINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-RECEPTOR DE TSH (TRAB);13;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPO ANTI-TIREOGLOBULINA (ANTI-TG);18;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS ANTI HIV  ( WESTERN BLOT);2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS ANTI-HIV1 + HIV2  - (ELISA);93;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS ANTI-SM;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS ANTI-SS-A ( RO ) - EIE;7;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS ANTI-SS-B ( LA ) - EIE;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTICORPOS RNP;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ANTIESTREPTOLISINA O ( ASLO ), DETERMINACAO QUANTITATIVA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ATIVIDADE DO FATOR IX DA COAGULACAO;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ATIVIDADE DO FATOR VIII DA COAGULACAO;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ATIVIDADE DO FATOR XI DA COAGULACAO;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ATIVIDADE RENINA PLASMATICA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;BETA 2 MICROGLOBULINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;BETA HCG QUANTITATIVO;9;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;BILIRRUBINA DIRETA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;BILIRRUBINA TOTAL;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;BILIRRUBINA TOTAL E FRACOES;226;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CA 125;8;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CA 15-3;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CA 19-9;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CALCIO IONICO;254;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CALCIO TOTAL;180;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CALCIO URINARIO;15;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CAPACIDADE FIXACAO DO FERRO;88;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CARBAMAZEPINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CARIOTIPO COM BANDAMENTO G;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CATECOLAMINAS (SANGUE);2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CATECOLAMINAS (URINA);2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CEA - ANTIGENO CARCINO EMBRINOGENIO;13;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CERULOPLASMINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CITRATO NA URINA 24 HRS;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CLEARANCE CREATININA;9;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CLORO - SANGUE;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;COLESTEROL TOTAL;402;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CONTAGEM DE PLAQUETAS;74;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CONTAGEM DE PLAQUETAS (EM TUBO COM CITRATO DE SODIO);3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CONTAGEM DE RETICULOCITOS;50;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CORTISOL BASAL;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CORTISOL URINARIO - URINA 24 HORAS;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CREATININA;1487;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CREATININA URINARIA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CREATINOFOSFOQUINASE (CPK);195;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CREATINOFOSFOQUINASE OU CPK-FRACAO-MB (CADA);16;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CURVA GLICEMICA -  2 DOSAGENS-ORAL;8;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;CURVA GLICEMICA CLASSICA 5 DOSAGENS-ORAL;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DEHIDROEPIANDROSTERONA - DHEA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DHEAS - SULFATO DE HIDRO EPIANDROSTERONA;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DIFENILHIDANTOINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DIGOXINA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE COMPLEMENTO C3;12;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE COMPLEMENTO C4;12;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE ERITROPOIETINA SERICA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE ESTRADIOL;8;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE GLICOSE;6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE HEMOGLOBINA;10;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE IMUNOGLOBULINAS IGA;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE IMUNOGLOBULINAS IGG;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE IMUNOGLOBULINAS IGM;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE INIBIDOR DE C1 ESTERASE;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE PROGESTERONA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE PROLACTINA;23;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE PROTEINA AMOSTRA SIMPLES DE URINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE PROTEINA C (CROM);3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;DOSAGEM DE PROTEINA C REATIVA;339;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ECA ENZIMA CONVERSORA DE ANGIOTENSINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ELETROFORESE DE HEMOGLOBINA;13;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ELETROFORESE DE PROTEINA;35;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ELISA ANTI HTLV I/II;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ELISA PARA TOXOPLASMOSE - IGG  ( SANGUE );7;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ELISA PARA TOXOPLASMOSE - IGM  ( SANGUE );5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;ESPERMOGRAMA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FENOBARBITAL;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FERRITINA;119;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FERRO SERICO;107;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FOLICULO ESTIMULANTE, HORMONIO - FSH;25;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FOSFATASE ACIDA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FOSFATASE ALCALINA;176;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FOSFORO;84;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FOSFORO INORGANICO URINARIO;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;FTA-ABS IGG (SANGUE);5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GAMA-GLUTAMIL TRANSFERASE;204;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GASOMETRIA;25;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GASOMETRIA ARTERIAL;275;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GASOMETRIA VENOSA;60;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GH - BASAL ( HORMONIO DE CRESCIMENTO );1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GLICEMIA;34;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GLICEMIA JEJUM;738;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GLICOSE - LIQUIDOS;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GLICOSE - LIQUOR;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;GORDURA FECAL;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HAV- IGG ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HAV-IGM  ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HB, HT E PLAQUETAS;109;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"HBEAG    - ANTIGENO ""E"" DA HEPATITE B";3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;"HBSAG -    ANTIGENO ""S"" (SUPERFICIE) DA HEPATITE B";81;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HDL COLESTEROL;377;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HEMATOCRITO;17;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HEMOGLOBINA GLICOSILADA;313;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HEMOGRAMA;1508;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HLA - B27;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;HOMOCISTEINA;8;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO ACARO;9;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO AMENDOIM;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO BARATA;9;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO CACAU;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO CAO;8;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO FRUTOS DO MAR;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO FUNGO;10;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO GATO;9;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO LEITE DE VACA;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO OVO;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO SOJA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE ESPECIFICO TRIGO;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;IGE TOTAL;34;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;INSULINA BASAL;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LACTATO;139;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LDH - LACTATO DESIDROGENASE;82;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LDH - LACTATO DESIDROGENASE - LIQUIDOS;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LDL COLESTEROL;376;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LH - DOSAGEM HORMONIO LUTEINIZANTE;19;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;LIPASE;11;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;MAGNESIO;137;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;METANEFRINA URINARIA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;MICROALBUMINURIA;24;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;OSMOLARIDADE URINARIA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;OXALATO NA URINA 24 HRS;5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PCR PARA CITOMEGALOVIRUS QUANTITATIVO;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PCR PARA CMV;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PEPTIDIO NATRIURETICO-BNP;12;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DA MUTACAO DO GENE DA PROTROMBINA;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DA MUTACAO FATOR V LEIDEN;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICOAGULANTE LUPICO;7;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA;4;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE CRYPTOSPORIDIUM SP;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE ISOSPORA BELLI;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PESQUISA DE MACROPROLACTINA;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PH (LIQUIDO PLEURAL);3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;POTASSIO;1232;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;POTASSIO (URINARIO);3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINA - LIQUOR;2;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINA C REATIVA;17;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINAS E FRACOES;101;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINAS NO LIQUIDO PLEURAL;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINAS TOTAIS - SANGUE;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PROTEINURIA DE 24 HS;17;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PSA  - PESQUISA ANTIGENO PROSTATICO;122;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PSA LIVRE;46;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;PTH - PARATHYROID HORMONE;59;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;RIF PARA CHAGAS;25;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SHBG;3;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SODIO;1162;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SODIO (URINARIO);6;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SOMATOMEDINA C;1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SOROLOGIA PARA A. FUMIGATUS;10;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;SOROLOGIA PARA H. CAPSULATUM ;14;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;T4 LIVRE;140;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TEMPO DE SANGRAMENTO ( DUKE );1;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TESTOSTERONA;33;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TGO / AST - TRANSAMINASE GLUTAMICA OXALACETICA;566;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TGP / ALT - ALANINA AMINOTRANSFERASE;560;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TIREOGLOBULINA;10;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TIROXINA (T4);5;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TP (TEMPO DE PROTROMBINA);587;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TRIGLICERIDES;390;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TRIIODOTIRONINA (T3);10;;;;;;;
2016;Outubro;LABORATORIO DE ANALISES CLINICAS HEAB;TSH;496;;;;;;;
